,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
6766,3753,17,1516,2220,294,1,80
6767,12981,606,11880,495,26,1,44
6768,4704,55,4550,99,22,1,26
6769,33387,754,17904,14729,819,7,324
6770,58257,4576,27887,25794,1825,49,293
6771,69814,3034,18881,47899,1503,81,421
6772,6736,182,3964,2590,298,8,194
6773,202981,29864,76674,96443,918,18,275
6774,195893,8995,179100,7798,475,5,1000
6775,18134,117,13550,4467,393,5,282
6776,19011,817,3231,14963,915,44,37
6777,248,13,116,119,3,1,2
6778,6040,107,1032,4901,65,2,101
6779,20262,542,2123,17597,704,45,63
6780,4157,586,2714,857,2,1,22
6781,604641,17834,359860,226947,19160,434,11948
6782,57770,2934,25595,29241,1385,58,789
6783,230211,10958,191487,27766,2549,141,2729
6784,51524,2050,26267,23207,2415,107,1507
6785,26257,322,17452,8483,1013,2,111
6786,240760,34788,190717,15255,182,21,469
6787,18838,976,16563,1299,223,4,105
6788,6673,149,2089,4435,307,1,50
6789,2991,54,1644,1293,113,3,67
6790,46940,358,37715,8867,745,4,685
6791,6261,66,2530,3665,755,5,87
6792,804,37,335,432,24,1,11
6793,874,25,223,626,50,1,14
6794,2303,22,1006,1275,89,2,12
6795,231770,28510,178526,24734,5681,741,3988
6796,16898,549,9594,6755,285,4,212
6797,14046,30,4656,9360,482,1,1462
6798,26484,603,10152,15729,790,13,406
6799,6454,306,2598,3550,120,4,123
6800,41194,185,24162,16847,1124,9,737
6801,217809,4473,104694,108642,4339,78,3892
6802,34463,645,15945,17873,913,14,200
6803,2260,19,1102,1139,39,2,13
6804,288477,9860,178245,100372,3264,183,3710
6805,38511,1270,10438,26803,997,4,205
6806,34775,1477,21791,11507,382,14,510
6807,42454,1579,27798,13077,313,3,293
6808,97003,115,83965,12923,915,2,2401
6809,27296,1667,19314,6315,326,16,264
6810,653479,9521,422235,221723,6550,215,10262
6811,1042,3,480,559,17,1,33
6812,194225,1698,132760,59767,3402,49,1994
6813,6925,116,4545,2264,132,4,114
6814,14836,281,12772,1783,272,4,110
6815,159333,2749,76025,80559,8124,92,2482
6816,9573,602,4606,4365,316,30,592
6817,201098,5150,175422,20526,1192,19,2311
6818,2687588,128105,729994,1829489,51174,673,9363
6819,45924,1188,20244,24492,670,15,452
6820,49069,316,38160,10593,402,1,594
6821,285279,43991,1372,239916,63,176,2
6822,943,28,825,90,7,1,1
6823,1190,318,504,368,32,6,16
6824,1632,30,1348,254,38,6,19
6825,32022,807,16041,15174,186,33,390
6826,2662,69,1559,1034,82,4,43
6827,14657,928,10342,3387,385,8,302
6828,69941,1385,24186,44370,2744,34,1146
6829,26658,459,15036,11163,593,6,473
6830,18684,228,10425,8031,572,8,364
6831,27837,94,22583,5160,423,2,635
6832,153277,1926,66442,84909,4019,38,4334
6833,62698,405,48738,13555,274,7,1185
6834,61598,9761,17044,34793,89,7,23
6835,35528,1271,10358,23899,1301,70,594
6836,4788,189,2515,2084,182,1,83
6837,1496858,61884,957692,477282,48105,1252,140050
6838,284541,5920,249247,29374,2498,167,3804
6839,106110,3641,43481,58988,4101,171,1338
6840,7189,176,2317,4696,67,1,532
6841,4023,18,1589,2416,270,1,73
6842,12178,353,7822,4003,132,4,25
6843,34197,765,18141,15291,810,11,237
6844,59468,4639,28032,26797,1211,63,145
6845,71299,3120,19288,48891,1485,86,407
6846,7000,191,4115,2694,264,9,151
6847,3071,51,842,2178,1070,19,327
6848,203640,29878,76927,96835,659,14,253
6849,196370,9006,179800,7564,477,11,700
6850,20072,843,3279,15950,1061,26,48
6851,250,14,117,119,2,1,1
6852,6101,110,1141,4850,61,3,109
6853,21120,591,2190,18339,858,49,67
6854,4166,587,2721,858,9,1,7
6855,625544,18213,379892,227439,20903,379,20032
6856,59394,2987,26667,29740,1624,53,1072
6857,232863,11106,194098,27659,2652,148,2611
6858,53708,2160,27912,23636,2184,110,1645
6859,27047,324,17547,9176,790,2,95
6860,240961,34818,191083,15060,201,30,366
6861,19055,977,16615,1463,217,1,52
6862,6941,152,2109,4680,268,3,20
6863,3064,55,1707,1302,73,1,63
6864,47859,359,38390,9110,919,1,675
6865,6767,76,2655,4036,506,10,125
6866,1796,35,1242,519,8,1,19
6867,891,26,224,641,17,1,1
6868,2403,24,1040,1339,100,2,34
6869,2400,10,1969,421,18,1,15
6870,2260,117,1502,641,58,1,19
6871,238511,29189,183757,25565,6741,679,5231
6872,17150,560,9846,6744,252,11,252
6873,12969,229,9090,3650,333,1,64
6874,14519,31,5320,9168,473,1,664
6875,1081,68,959,54,6,1,16
6876,27110,616,10801,15693,626,13,649
6877,6625,321,2748,3556,171,15,150
6878,42555,188,25318,17049,1361,3,1156
6879,221896,4551,113623,103722,4087,78,8929
6880,35237,667,16445,18125,774,22,500
6881,292004,10045,182097,99862,3527,185,3852
6882,38805,1274,10673,26858,294,4,235
6883,35146,1492,22209,11445,371,15,418
6884,42782,1587,28097,13098,328,8,299
6885,97897,118,86597,11182,894,3,2632
6886,27746,1687,19363,6696,450,20,49
6887,660231,9668,428276,222287,6752,147,6041
6888,197608,1752,137669,58187,3383,54,4909
6889,7054,121,4599,2334,129,5,54
6890,15195,287,12912,1996,359,6,140
6891,168061,2844,81999,83218,8728,95,5974
6892,202284,5167,176965,20152,1186,17,1543
6893,2742049,128803,781970,1831276,54461,698,51976
6894,46821,1200,20755,24866,897,12,511
6895,49469,317,38664,10488,400,1,504
6896,285285,44080,1373,239832,6,89,1
6897,9078,27,6034,3017,297,1,187
6898,6273,57,2100,4116,211,3,451
6899,1221,325,513,383,31,7,9
6900,32324,819,17331,14174,302,12,1290
6901,2752,72,1592,1088,90,3,33
6902,15070,937,10832,3301,413,9,490
6903,328,18,107,203,13,1,10
6904,72786,1437,25224,46125,2845,52,1038
6905,27320,469,15484,11367,662,10,448
6906,19267,235,10820,8212,583,7,395
6907,28410,95,23318,4997,573,1,735
6908,156391,1968,68048,86375,3114,42,1606
6909,62997,412,49909,12676,299,7,1171
6910,61727,9765,17073,34889,129,4,29
6911,36818,1320,10766,24732,1290,49,408
6912,4962,191,2550,2221,174,2,35
6913,1539081,63174,984615,491292,42223,1290,26923
6914,5497,239,2892,2366,182,7,90
6915,3918,48,859,3011,130,1,49
6916,288089,6051,253343,28695,3548,131,4096
6917,109505,3777,44606,61122,3395,136,1125
6918,1557,44,501,1012,175,3,15
6919,7311,179,2684,4448,122,3,367
6920,10244,70,4726,5448,252,2,66
6921,3008,112,2168,728,96,2,13
6922,35148,775,18392,15981,951,10,251
6923,60657,4700,28391,27566,1189,61,359
6924,72711,3201,19690,49820,1412,81,402
6925,7267,202,4268,2797,267,11,153
6926,909,13,515,381,36,2,63
6927,204222,29896,77185,97141,582,18,258
6928,5620,44,2555,3021,107,2,47
6929,196780,9010,180300,7470,410,4,500
6930,21293,880,3315,17098,1221,37,36
6931,1765,25,676,1064,111,1,359
6932,22116,605,2250,19261,996,14,60
6933,4172,588,2752,832,6,1,31
6934,648315,18655,394227,235433,22771,442,14335
6935,60695,3036,27568,30091,1301,49,901
6936,235429,11260,196446,27723,2566,154,2348
6937,56020,2262,29600,24158,2312,102,1688
6938,28055,326,17669,10060,1008,2,122
6939,241184,34833,191467,14884,223,15,384
6940,1147,10,897,240,11,1,8
6941,7188,154,2148,4886,247,2,39
6942,48672,360,39276,9036,813,1,886
6943,918,27,230,661,27,1,6
6944,1828,79,1539,210,3,1,3
6945,2512,26,1057,1429,109,2,17
6946,245251,29843,189345,26063,6740,654,5588
6947,17445,572,10093,6780,295,12,247
6948,13288,230,9160,3898,319,1,70
6949,15259,32,6143,9084,740,1,823
6950,27564,628,11069,15867,454,12,268
6951,6787,328,2876,3583,162,7,128
6952,43929,193,26169,17567,1374,5,851
6953,35995,698,16945,18352,758,31,500
6954,295599,10226,185852,99521,3595,181,3755
6955,40336,1280,11073,27983,1531,6,400
6956,35405,1507,22651,11247,259,15,442
6957,43156,1598,28424,13134,374,11,327
6958,98653,121,88583,9949,756,3,1986
6959,28166,1708,19545,6913,420,21,182
6960,666941,9844,437155,219942,6710,176,8879
6961,201801,1802,140614,59385,4193,50,2945
6962,7164,125,4666,2373,110,4,67
6963,15504,298,13064,2142,309,11,152
6964,1524,62,1042,420,6,2,35
6965,177124,2952,86298,87874,9063,108,4299
6966,13030,283,11811,936,63,1,52
6967,9663,604,4624,4435,90,2,18
6968,203456,5186,178278,19992,1172,19,1313
6969,2795361,129442,790404,1875515,53312,639,8434
6970,47705,1227,21296,25182,884,27,541
6971,50141,318,39153,10670,672,1,489
6972,285787,44216,1375,240196,502,136,2
6973,9396,29,6251,3116,318,2,217
6974,3334,11,463,2860,254,2,3
6975,1240,335,536,369,19,10,23
6976,32672,826,19164,12682,348,7,1833
6977,2819,74,1637,1108,67,2,45
6978,15500,946,11181,3373,430,9,349
6979,346,19,108,219,18,1,1
6980,75376,1481,25930,47965,2590,44,706
6981,27900,477,15935,11488,580,8,451
6982,19801,241,11291,8269,534,6,471
6983,28857,96,23959,4802,447,1,641
6984,159679,1997,70721,86961,3288,29,2673
6985,63270,418,50669,12183,273,6,760
6986,61838,9771,17091,34976,111,6,18
6987,38071,1378,11272,25421,1253,58,506
6988,1577004,64265,990731,522008,37923,1091,6116
6989,5677,241,2898,2538,180,2,6
6990,1421,16,654,751,39,1,25
6991,291847,6192,257451,28204,3758,141,4108
6992,113389,3942,45409,64038,3884,165,803
6993,7379,182,2961,4236,68,3,277
6994,10462,72,4807,5583,218,2,81
6995,3094,113,2183,798,86,1,15
6996,12440,351,7852,4237,121,-2,4
6997,36184,786,18602,16796,1036,11,210
6998,61535,4769,28507,28259,878,69,116
6999,74035,3280,20103,50652,1324,79,413
7000,7507,210,4434,2863,240,8,166
7001,197198,9020,181000,7178,418,10,700
7002,22501,920,3330,18251,1208,40,15
7003,5570,34,4496,1040,49,1,50
7004,6294,113,1408,4773,64,3,122
7005,22921,629,2387,19905,805,24,137
7006,4174,589,2784,801,2,1,32
7007,673165,19268,409083,244814,24850,613,14856
7008,62142,3089,28219,30834,1447,53,651
7009,237878,11408,198949,27521,2449,148,2503
7010,58354,2368,31077,24909,2334,106,1477
7011,29170,330,17816,11024,1115,4,147
7012,241419,34854,191944,14621,235,21,477
7013,7577,159,2236,5182,389,5,88
7014,49303,365,39943,8995,631,5,667
7015,7094,78,2714,4302,216,2,43
7016,2728,29,1078,1621,216,3,21
7017,2303,118,1516,669,18,1,9
7018,252165,30366,195724,26075,6914,523,6379
7019,17672,580,10396,6696,227,8,303
7020,13822,232,9329,4261,534,2,169
7021,15491,34,6415,9042,232,2,272
7022,50754,6145,180,44429,63,6,1
7023,28167,634,11462,16071,603,6,393
7024,6932,334,2987,3611,145,6,111
7025,45106,203,26968,17935,1177,10,799
7026,225283,4619,125094,95570,3387,68,11471
7027,36983,720,17761,18502,988,22,816
7028,2385,20,1134,1231,36,1,21
7029,299080,10412,189621,99047,3481,186,3769
7030,41830,1290,11453,29087,1494,10,380
7031,35719,1512,23127,11080,314,5,476
7032,43569,1605,28772,13192,413,7,348
7033,99183,123,90387,8673,530,2,1804
7034,28582,1731,19854,6997,416,23,309
7035,673564,10011,446127,217426,6623,167,8972
7036,205929,1858,143256,60815,4128,56,2642
7037,7272,129,4713,2430,108,4,47
7038,15829,306,13176,2347,325,8,112
7039,2961,92,973,1896,17,2,22
7040,187977,3026,91227,93724,10853,74,4929
7041,9767,608,4673,4486,104,4,49
7042,565,14,276,275,4,1,9
7043,676,15,432,229,5,1,8
7044,204610,5206,179492,19912,1154,20,1214
7045,2841241,129689,894325,1817227,45880,247,103921
7046,48628,1243,21907,25478,923,16,611
7047,50857,321,39857,10679,716,3,704
7048,9708,31,6425,3252,312,2,174
7049,1248,337,537,374,8,2,1
7050,698,8,181,509,73,1,5
7051,32951,864,19366,12721,279,38,202
7052,2893,76,1657,1160,74,2,20
7053,15941,952,11492,3497,441,6,311
7054,77815,1507,27597,48711,2439,26,1667
7055,28606,484,16140,11982,706,7,205
7056,8583,106,7420,1057,140,2,21
7057,18280,706,16615,959,115,1,8
7058,20324,250,11742,8332,523,9,451
7059,29367,97,24649,4621,510,1,690
7060,162417,2052,72625,87740,2738,55,1904
7061,63554,423,50871,12260,284,5,202
7062,39297,1434,11667,26196,1226,56,395
7063,1603055,64867,1029045,509143,26051,602,38314
7064,5740,246,2915,2579,63,5,17
7065,1451,17,655,779,30,1,1
7066,295532,6308,261039,28185,3685,116,3588
7067,117110,4064,46643,66403,3721,122,1234
7068,4996,19,1745,3232,375,1,24
7069,10772,74,5067,5631,310,2,260
7070,12515,348,7864,4303,75,-3,12
7071,37425,794,18943,17688,1241,8,341
7072,61958,4781,28722,28455,423,12,215
7073,75253,3343,20726,51184,1218,63,623
7074,7777,217,4573,2987,270,7,139
7075,197523,9023,181719,6781,325,3,719
7076,20085,122,14870,5093,697,5,540
7077,23248,947,3382,18919,747,27,52
7078,23943,639,2490,20814,1022,10,103
7079,697413,19693,424433,253287,24248,425,15350
7080,63749,3171,29105,31473,1607,82,886
7081,240438,11571,201330,27537,2560,163,2381
7082,60479,2473,33017,24989,2125,105,1940
7083,29958,331,17950,11677,788,1,134
7084,241611,34861,192108,14642,192,7,164
7085,7886,160,2287,5439,309,1,51
7086,3356,66,1874,1416,292,11,167
7087,49941,368,40463,9110,638,3,520
7088,7377,88,2802,4487,283,10,88
7089,1873,36,1311,526,18,1,7
7090,1046,32,261,753,57,5,3
7091,2941,32,1108,1801,213,3,30
7092,2468,11,2049,408,33,1,73
7093,2330,119,1527,684,27,1,11
7094,4879,130,1844,2905,52,1,39
7095,256848,30639,199914,26295,4683,273,4190
7096,17814,585,10718,6511,142,5,322
7097,14215,235,9725,4255,393,3,396
7098,28711,645,11665,16401,544,11,203
7099,7046,341,3027,3678,114,7,40
7100,46178,213,27917,18048,1072,10,949
7101,231818,4762,131649,95407,6535,143,6555
7102,38149,747,17986,19416,1166,27,225
7103,302718,10589,193957,98172,3638,177,4336
7104,44254,1297,11942,31015,2424,7,489
7105,35950,1517,23746,10687,231,5,619
7106,43897,1614,29017,13266,328,9,245
7107,99799,128,92284,7387,616,5,1897
7108,28973,1750,20026,7197,391,19,172
7109,680283,10145,449995,220143,6719,134,3868
7110,209509,1916,145236,62357,3580,58,1980
7111,7400,133,4870,2397,128,4,157
7112,16131,311,13267,2553,302,5,91
7113,196750,3199,93315,100236,8773,173,2088
7114,13137,284,11848,1005,46,1,16
7115,6213,53,4858,1302,54,1,49
7116,205758,5225,180680,19853,1148,19,1188
7117,2891124,129960,906763,1854401,49883,271,12438
7118,49468,1265,22131,26072,840,22,224
7119,51540,323,40297,10920,683,2,440
7120,10020,34,6584,3402,312,3,159
7121,4277,16,491,3770,442,3,28
7122,1265,338,552,375,17,1,15
7123,33190,898,20103,12189,239,34,737
7124,2964,79,1702,1183,71,3,45
7125,16404,959,11884,3561,463,7,392
7126,80447,1582,28531,50334,2632,75,934
7127,28936,491,16302,12143,330,7,162
7128,20837,258,12182,8397,513,8,440
7129,29821,98,25178,4545,454,1,529
7130,165618,2096,76149,87373,3201,44,3524
7131,63804,429,51120,12255,250,6,249
7132,40509,1476,11929,27104,1212,42,262
7133,5458,199,2598,2661,496,8,48
7134,1623284,65487,1062542,495255,20229,620,33497
7135,5914,250,3000,2664,174,4,85
7136,4033,52,970,3011,64,4,56
7137,298557,6384,264378,27795,3025,76,3339
7138,120281,4210,47961,68110,3171,146,1318
7139,5241,23,1776,3442,245,4,31
7140,10966,75,5384,5507,194,1,317
7141,12566,350,7873,4343,51,2,9
7142,13066,607,12122,337,46,1,118
7143,38128,804,19489,17835,703,10,546
7144,62380,4821,28872,28687,422,40,150
7145,76222,3422,21238,51562,969,79,512
7146,8027,223,4730,3074,250,6,157
7147,205597,29923,77444,98230,1375,27,259
7148,5743,46,2574,3123,123,2,19
7149,198064,9022,182160,6882,541,-1,441
7150,21077,129,16070,4878,992,7,1200
7151,23972,981,3429,19562,724,34,47
7152,24665,656,2585,21424,722,17,95
7153,719664,20159,439934,259571,22251,466,15501
7154,64958,3241,29919,31798,1209,70,814
7155,243051,11731,204083,27237,2613,160,2753
7156,62275,2567,34741,24967,1796,94,1724
7157,30749,334,18056,12359,791,3,106
7158,241819,34869,192241,14709,208,8,133
7159,19848,978,17007,1863,180,1,137
7160,8067,164,2414,5489,181,4,127
7161,3508,75,1902,1531,152,9,28
7162,50644,373,41001,9270,703,5,538
7163,8141,99,2916,5126,764,11,114
7164,1117,34,269,814,71,2,8
7165,3250,33,1135,2082,309,1,27
7166,2491,12,2113,366,23,1,64
7167,4948,133,1896,2919,69,3,52
7168,261750,31119,204826,25805,4902,480,4912
7169,17906,592,11047,6267,92,7,329
7170,14379,237,10173,3969,164,2,448
7171,15964,35,6811,9118,180,1,264
7172,29286,654,11828,16804,575,9,163
7173,7124,346,3199,3579,78,5,172
7174,47735,218,29146,18371,1557,5,1229
7175,234509,4839,134957,94713,2691,77,3308
7176,39334,770,18036,20528,1185,23,50
7177,305703,10772,197619,97312,2985,183,3662
7178,46333,1303,12185,32845,2079,6,243
7179,36155,1521,23966,10668,205,4,220
7180,44129,1620,29166,13343,232,6,149
7181,100345,133,93898,6314,546,5,1614
7182,29223,1768,20213,7242,250,18,187
7183,686852,10280,453570,223002,6569,135,3575
7184,213716,1968,149634,62114,4207,52,4398
7185,16420,317,13366,2737,289,6,99
7186,205721,3310,97848,104563,8971,111,4533
7187,13181,285,11914,982,44,1,66
7188,9894,616,4899,4379,127,8,226
7189,206844,5241,182995,18608,1086,16,2315
7190,2936077,130285,924148,1881644,44953,325,17385
7191,50053,1278,22462,26313,585,13,331
7192,52068,324,40721,11023,528,1,424
7193,960,29,858,73,4,1,9
7194,10362,37,6628,3697,342,3,44
7195,1284,345,575,364,19,7,23
7196,734,9,197,528,18,1,16
7197,33384,920,20179,12285,194,22,76
7198,3038,81,1744,1213,74,2,42
7199,16879,968,12094,3817,475,9,210
7200,386,21,117,248,40,2,9
7201,83426,1644,30095,51687,2979,62,1564
7202,29285,503,16907,11875,349,12,605
7203,21374,265,12635,8474,537,7,453
7204,168645,2151,78102,88392,3027,55,1953
7205,64003,436,51902,11665,199,7,782
7206,41545,1530,12398,27617,1036,54,469
7207,5621,207,2693,2721,163,8,95
7208,1668589,66741,1107012,494836,45305,1254,44470
7209,6102,254,3037,2811,188,4,37
7210,1499,18,724,757,36,1,2
7211,14916,359,11525,3032,2324,46,1425
7212,301019,6434,268251,26334,2462,50,3873
7213,124494,4359,50370,69765,4213,149,2409
7214,11194,76,5487,5631,228,1,103
7215,12685,351,7910,4424,119,1,37
7216,13076,609,12171,296,10,2,49
7217,38430,821,19564,18045,302,17,75
7218,63245,4873,29071,29301,865,52,199
7219,77279,3489,21718,52072,1057,67,480
7220,8307,229,4929,3149,280,6,199
7221,1056,14,570,472,45,1,6
7222,206072,29936,77780,98356,475,13,336
7223,198343,9032,182661,6650,279,10,501
7224,24787,1004,3575,20208,815,23,146
7225,284,16,125,143,11,1,5
7226,6432,117,2080,4235,61,4,256
7227,25428,677,2637,22114,763,21,52
7228,742417,20642,456831,264944,22753,483,16897
7229,66226,3309,30785,32132,1268,68,866
7230,245688,11931,207000,26757,2637,200,2917
7231,64701,2685,36252,25764,2426,118,1511
7232,32222,342,18227,13653,1473,8,171
7233,241956,34899,192815,14242,137,30,574
7234,20055,981,17057,2017,207,3,50
7235,8250,167,2504,5579,183,3,90
7236,3703,79,1946,1678,195,4,44
7237,51245,377,41515,9353,601,4,514
7238,8279,107,2967,5205,138,8,51
7239,917,41,394,482,26,2,17
7240,1182,35,295,852,65,1,26
7241,5024,135,1944,2945,76,2,48
7242,268008,32014,209437,26557,6258,895,4611
7243,18141,603,11241,6297,235,11,194
7244,907,17,320,570,66,3,5
7245,14607,240,10639,3728,228,3,466
7246,2846,91,1993,762,327,8,755
7247,29789,669,12108,17012,503,15,280
7248,7244,351,3324,3569,120,5,125
7249,48997,224,31000,17773,1262,6,1854
7250,237489,4922,140965,91602,2980,83,6008
7251,40291,799,18726,20766,957,29,690
7252,309278,10952,200938,97388,3575,180,3319
7253,47873,1309,12386,34178,1540,6,201
7254,36412,1528,24238,10646,257,7,272
7255,44416,1629,29445,13342,287,9,279
7256,100945,134,94903,5908,600,1,1005
7257,29620,1799,20534,7287,397,31,321
7258,693215,10478,463103,219634,6363,198,9533
7259,217108,2017,154839,60252,3392,49,5205
7260,7547,137,5023,2387,69,1,153
7261,16719,330,13447,2942,299,13,81
7262,1572,63,1088,421,25,1,2
7263,215855,3502,102299,110054,10134,192,4451
7264,9997,622,5034,4341,103,6,135
7265,634,15,405,214,20,1,90
7266,207897,5260,185292,17345,1053,19,2297
7267,2996098,131480,936476,1928142,60021,1195,12328
7268,50622,1299,22970,26353,569,21,508
7269,52600,326,41714,10560,532,2,993
7270,10838,41,6811,3986,476,4,183
7271,4647,18,494,4135,306,1,3
7272,1297,348,591,358,13,3,16
7273,33594,936,20700,11958,210,16,521
7274,3106,83,1791,1232,68,2,47
7275,17348,978,12329,4041,469,10,235
7276,87030,1694,36502,48834,3604,50,6407
7277,29820,521,17427,11872,535,18,520
7278,21916,274,13100,8542,542,9,465
7279,172134,2197,80838,89099,3489,46,2736
7280,64224,443,52854,10927,221,7,952
7281,62123,9776,17138,35209,65,2,16
7282,42984,1577,12883,28524,1439,47,485
7283,5869,209,2769,2891,248,2,76
7284,1713160,67964,1139844,505352,44571,1223,32832
7285,6342,259,3166,2917,240,5,129
7286,303083,6573,271741,24769,2064,139,3490
7287,128638,4527,51861,72250,4144,168,1491
7288,1821,47,525,1249,264,3,24
7289,5836,25,1929,3882,350,2,119
7290,11504,78,5571,5855,310,2,84
7291,3325,114,2277,934,53,1,48
7292,39588,829,20056,18703,1158,8,492
7293,78304,3564,22241,52499,1025,75,523
7294,8566,235,5133,3198,259,6,204
7295,198699,9046,183153,6500,356,14,492
7296,25411,1053,3718,20640,624,49,143
7297,6486,123,2181,4182,54,6,101
7298,25978,694,2721,22563,550,17,84
7299,767296,21129,476378,269789,24879,487,19547
7300,68079,3359,31585,33135,1853,50,800
7301,248379,12084,209463,26832,2691,153,2463
7302,67442,2779,37879,26784,2741,94,1627
7303,33557,344,18338,14875,1335,2,111
7304,242149,34914,193640,13595,193,15,825
7305,8528,169,2593,5766,278,2,89
7306,3886,82,2003,1801,183,3,57
7307,52007,379,42108,9520,762,2,593
7308,8847,116,3053,5678,568,9,86
7309,1268,36,306,926,86,1,11
7310,1864,24,345,1495,46,5,28
7311,2517,13,2180,324,16,1,22
7312,2358,120,1597,641,10,1,41
7313,5087,139,1994,2954,63,4,50
7314,275003,32796,214316,27891,6995,782,4879
7315,18471,614,11549,6308,330,11,308
7316,14771,242,11316,3213,164,2,677
7317,30249,684,12373,17192,460,15,265
7318,7406,359,3554,3493,162,8,230
7319,50207,233,32005,17969,1210,9,1005
7320,240848,4983,145311,90554,3359,61,4346
7321,41251,819,19469,20963,960,20,743
7322,312911,11133,204748,97030,3633,181,3810
7323,50359,1314,12588,36457,2486,5,202
7324,36689,1542,24878,10269,277,14,640
7325,44859,1631,29714,13514,443,2,269
7326,101553,138,96107,5308,608,4,1204
7327,30175,1817,20799,7559,555,18,265
7328,699749,10650,471718,217381,6534,172,8615
7329,220144,2059,158050,60035,3036,42,3211
7330,7657,141,5097,2419,110,4,74
7331,17076,341,13562,3173,357,11,115
7332,224665,3602,106842,114221,8810,100,4543
7333,13293,287,12019,987,49,2,49
7334,10084,636,5074,4374,87,14,40
7335,665,17,434,214,31,2,29
7336,6364,54,5011,1299,49,1,46
7337,208938,5282,187511,16145,1041,22,2219
7338,3054699,132300,953462,1968937,58601,820,16986
7339,51457,1323,23912,26222,835,24,942
7340,53045,327,42282,10436,445,1,568
7341,288511,44602,1378,242531,637,126,3
7342,11092,45,7060,3987,254,4,249
7343,1318,351,595,372,21,3,4
7344,33908,957,20847,12104,314,21,147
7345,17808,988,12637,4183,460,10,308
7346,90693,1720,38313,50660,3663,26,1811
7347,30346,535,18000,11811,526,14,573
7348,22464,284,13591,8589,548,10,491
7349,31528,103,26520,4905,597,5,447
7350,175494,2238,84544,88712,3360,41,3706
7351,64411,449,53609,10353,187,6,755
7352,62210,9778,17159,35273,87,2,21
7353,44113,1638,13354,29121,1129,61,471
7354,6086,214,2815,3057,217,5,46
7355,1755779,69184,1171447,515148,42619,1220,31603
7356,6672,262,3229,3181,330,3,63
7357,306216,6682,274922,24612,3133,109,3181
7358,133973,4714,53634,75625,5335,187,1773
7359,7846,189,3513,4144,414,7,287
7360,11750,79,5752,5919,246,1,181
7361,3416,115,2323,978,91,1,46
7362,12919,352,8128,4439,105,1,118
7363,4955,56,4671,228,66,1,27
7364,40790,842,20426,19522,1202,13,370
7365,64221,4900,29184,30137,976,27,113
7366,79254,3617,22753,52884,950,53,512
7367,8844,243,5289,3312,278,8,156
7368,1213,17,609,587,75,3,21
7369,207356,29982,78295,99079,1284,46,515
7370,199001,9057,183728,6216,302,11,575
7371,26658,1092,3797,21769,1247,39,79
7372,5881,36,4672,1173,184,2,95
7373,26384,704,2779,22901,406,10,58
7374,4220,591,2887,742,10,2,2
7375,793802,21604,495513,276685,26506,475,19135
7376,70736,3417,32651,34668,2657,58,1066
7377,250458,12305,212176,25977,2079,221,2713
7378,69612,2882,39502,27228,2170,103,1623
7379,34825,348,18452,16025,1268,4,114
7380,242363,34926,193978,13459,214,12,338
7381,8975,173,2657,6145,447,4,64
7382,4100,86,2063,1951,214,4,60
7383,52840,382,42686,9772,833,3,578
7384,9358,122,3134,6102,511,6,81
7385,134,1,20,113,43,1,9
7386,957,42,398,517,31,1,3
7387,1342,38,307,997,74,2,1
7388,1942,25,369,1548,78,1,24
7389,5126,144,2026,2956,39,5,32
7390,282283,33526,219628,29129,7280,730,5312
7391,18666,624,11936,6106,195,10,387
7392,51006,6156,185,44665,54,2,5
7393,30748,689,12546,17513,499,5,173
7394,7572,362,3624,3586,166,3,70
7395,51725,236,33021,18468,1518,3,1016
7396,243599,5058,149092,89449,2751,75,3781
7397,42216,839,20437,20940,965,20,968
7398,316448,11314,207802,97332,3537,181,3054
7399,36951,1551,25477,9923,262,9,599
7400,45277,1644,30049,13584,418,13,335
7401,102110,142,97272,4696,557,4,1165
7402,30789,1834,20969,7986,614,17,170
7403,706240,10826,480494,214920,6491,176,8776
7404,223327,2100,161096,60131,3183,41,3046
7405,7784,143,5169,2472,127,2,72
7406,17342,352,13651,3339,266,11,89
7407,238339,3720,113061,121558,13674,118,6219
7408,13338,288,12065,985,45,1,46
7409,10158,641,5200,4317,74,5,126
7410,209962,5300,190390,14272,1024,18,2879
7411,3117946,133290,969111,2015545,63247,990,15649
7412,52285,1344,24606,26335,828,21,694
7413,53577,328,43570,9679,532,1,1288
7414,11564,51,7287,4226,472,6,227
7415,8372,80,2544,5748,364,5,444
7416,5220,24,525,4671,191,4,31
7417,1356,361,619,376,38,10,24
7418,34194,971,20882,12341,286,14,35
7419,3278,85,1875,1318,90,2,43
7420,18242,996,13124,4122,434,8,487
7421,94060,1774,38984,53302,3367,54,671
7422,30903,546,18709,11648,557,11,709
7423,9553,107,7733,1713,179,1,157
7424,22990,292,14093,8605,526,8,502
7425,32039,104,27213,4722,511,1,693
7426,178443,2275,86406,89762,2949,37,1862
7427,64604,454,54254,9896,193,5,645
7428,62357,9781,17179,35397,147,3,20
7429,45565,1702,13918,29945,1452,64,564
7430,6402,216,3037,3149,316,2,222
7431,1800827,70398,1217361,513068,45048,1214,45914
7432,6964,267,3308,3389,292,5,79
7433,309274,6781,278053,24440,3058,99,3131
7434,140776,4925,56272,79579,6803,211,2638
7435,6845,26,2110,4709,360,1,87
7436,12052,81,6080,5891,302,2,328
7437,3532,117,2377,1038,116,2,54
