,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
0,643,18,30,595,95,1,2
1,920,26,36,858,277,8,6
2,1406,42,39,1325,486,16,3
3,2075,56,49,1970,669,14,10
4,2877,82,58,2737,802,26,9
5,5509,131,101,5277,2632,49,43
6,6087,133,119,5835,578,2,18
7,8141,171,133,7837,2054,38,14
8,9802,213,211,9378,1661,42,78
9,11891,259,272,11360,2089,46,61
10,16630,361,450,15819,4739,102,178
11,19716,425,595,18696,3086,64,145
12,23707,491,812,22404,3991,66,217
13,27440,563,1062,25815,3733,72,250
14,30587,633,1408,28546,3147,70,346
15,34110,718,1891,31501,3523,85,483
16,36814,805,2450,33559,2704,87,559
17,39829,905,3032,35892,3015,100,582
18,42354,1012,3686,37656,2525,107,654
19,44386,1112,4370,38904,2032,100,684
20,46267,1117,4782,40368,1881,5,412
21,59895,1369,5853,52673,13628,252,1071
22,66358,1521,7533,57304,6463,152,1680
23,68413,1663,8806,57944,2055,142,1273
24,12,1,4,7,1,1,2
25,70513,1766,10210,58537,2100,103,1404
26,72434,1864,11831,58739,1921,98,1621
27,74211,2003,13548,58660,1777,139,1717
28,79,2,13,64,12,1,1
29,74619,2116,15237,57266,408,113,1689
30,75077,2238,17208,55631,458,122,1971
31,104,1,16,87,73,1,4
32,77001,2443,21666,52892,1451,205,3882
33,62,2,1,59,42,1,1
34,77022,2445,22100,52477,21,2,434
35,155,3,2,150,93,1,1
36,602,6,18,578,169,4,2
37,77241,2595,23838,50808,219,150,1738
38,229,7,1,221,74,4,-1
39,77754,2665,26426,48663,513,70,2588
40,977,10,22,945,144,2,4
41,78166,2717,28790,46659,412,52,2364
42,139,19,49,71,44,3,49
43,453,12,3,438,131,2,2
44,78600,2746,31588,44266,434,29,2798
45,655,17,45,593,202,5,42
46,78928,2790,34940,41198,328,44,3352
47,388,34,73,281,143,8,24
48,888,21,46,821,233,4,1
49,79356,2837,37868,38651,428,47,2928
50,593,43,123,427,205,9,50
51,245,6,32,207,9,1,10
52,3150,16,27,3107,813,3,5
53,79932,2872,40670,36390,576,35,2802
54,978,54,175,749,385,11,52
55,1694,34,83,1577,566,5,37
56,3736,17,30,3689,586,1,3
57,80136,2914,43353,33869,204,42,2683
58,1501,66,291,1144,523,12,116
59,2036,52,149,1835,342,18,66
60,80261,2947,45919,31395,125,33,2566
61,2502,79,160,2263,466,27,11
62,80386,2983,48466,28937,125,36,2547
63,2922,92,552,2278,586,15,261
64,3089,107,276,2706,587,28,116
65,5621,35,41,5545,435,7,11
66,80537,3015,50749,26773,151,32,2283
67,3513,107,739,2667,591,15,187
68,3858,148,414,3296,769,41,138
69,80690,3044,52395,25251,153,29,1646
70,4747,124,913,3710,1234,17,174
71,4636,197,523,3916,778,49,109
72,6593,42,135,6416,505,7,94
73,80770,3072,53988,23710,80,28,1593
74,5823,145,1669,4009,1076,21,756
75,5883,233,589,5061,1247,36,66
76,500,10,30,460,100,5,28
77,429,2,18,409,55,1,10
78,80823,3100,55834,21889,53,28,1846
79,6566,194,2134,4238,743,49,465
80,7375,366,622,6387,1492,133,33
81,7314,50,118,7146,273,6,-17
82,80860,3123,57250,20487,37,23,1416
83,7161,237,2394,4530,595,43,260
84,9172,463,724,7985,1797,97,102
85,1073,28,32,1013,400,11,2
86,80887,3139,58627,19121,27,16,1377
87,8042,291,2731,5020,881,54,337
88,585,13,101,471,58,3,25
89,7513,54,247,7212,35,1,129
90,711,28,8,675,192,6,1
91,889,7,19,863,259,4,1
92,80921,3161,60088,17672,34,22,1461
93,1908,3,25,1880,451,1,7
94,9000,354,2959,5687,958,63,228
95,12462,827,1045,10590,2313,196,321
96,640,15,118,507,55,2,17
97,7755,60,288,7407,242,6,41
98,2277,54,183,2040,582,19,151
99,652,4,4,644,161,1,1
100,24,1,8,15,4,1,8
101,80932,3172,61344,16416,11,11,1256
102,7869,66,333,7470,114,6,45
103,1561,43,12,1506,452,10,4
104,80945,3180,62637,15128,13,8,1293
105,3675,7,46,3622,1597,4,21
106,101,9,24,68,30,1,9
107,17660,1266,1439,14955,2547,250,394
108,5232,133,193,4906,2955,78,10
109,37,3,12,22,11,1,4
110,80977,3193,64100,13684,32,13,1463
111,228,3,8,217,38,2,8
112,96,5,8,83,27,1,6
113,110,10,26,74,9,1,2
114,21157,1441,1966,17750,3497,175,527
115,6391,195,517,5679,1159,62,324
116,81003,3203,65457,12343,26,10,1357
117,171,5,8,158,15,5,7
118,13938,724,4590,8624,1209,113,1631
119,24747,1809,2335,20603,3590,368,369
120,81033,3217,66350,11466,30,14,893
121,7272,17,67,7188,1477,6,21
122,27980,2158,2749,23073,3233,349,414
123,843,30,144,669,17,6,26
124,177,4,13,160,58,1,13
125,9942,342,530,9070,2144,53,13
126,4360,97,17,4246,1392,27,5
127,3692,66,21,3605,615,23,2
128,321,1,2,318,121,1,1
129,81058,3230,67238,10590,25,13,888
130,196,4,32,160,46,2,5
131,142,3,14,125,23,1,1
132,16169,988,5389,9792,1178,135,799
133,154,11,32,111,30,1,6
134,31506,2503,2941,26062,3526,345,192
135,673,2,49,622,107,2,7
136,8320,81,1407,6832,84,6,270
137,11748,533,1028,10187,1806,191,498
138,4462,82,53,4327,770,16,32
139,1646,4,9,1633,314,1,8
140,1486,14,31,1441,243,4,30
141,81102,3241,68195,9666,44,11,957
142,12327,28,105,12194,3070,4,38
143,227,19,11,197,55,14,3
144,164,12,43,109,10,1,11
145,35713,2978,4025,28710,4207,475,1084
146,454,2,13,439,155,2,11
147,8413,84,1540,6789,93,3,133
148,13910,623,1081,12206,2162,90,53
149,3028,28,15,2985,328,1,11
150,8917,188,105,8624,2776,57,88
151,5467,116,67,5284,1005,34,14
152,87,9,32,46,13,2,20
153,81156,3249,68975,8932,54,8,780
154,105,1,5,99,24,1,1
155,15320,44,113,15163,2993,16,8
156,194,4,15,175,38,1,1
157,18407,1284,5710,11413,1046,149,321
158,41035,3405,4440,33190,5322,427,415
159,968,33,150,785,40,1,6
160,157,4,4,149,24,1,1
161,217,17,8,192,15,-2,3
162,199,1,9,189,52,1,1
163,17963,830,1107,16026,4053,207,26
164,14157,265,121,13771,5240,77,16
165,2257,37,1,2219,462,16,-30
166,81250,3253,69706,8291,94,4,731
167,285,8,39,238,29,2,7
168,19848,67,180,19601,4528,23,67
169,244,5,20,219,50,1,5
170,369,32,15,322,58,7,4
171,19644,1433,6745,11466,1237,149,1035
172,208,17,49,142,16,4,6
173,1022,34,191,797,54,1,41
174,1030,3,87,940,130,1,12
175,1020,6,5,1009,235,3,2
176,20410,1043,1588,17779,2447,213,481
177,19479,362,147,18970,5322,97,26
178,2815,67,263,2485,558,30,262
179,64,2,5,57,24,1,5
180,81305,3259,70297,7749,55,6,591
181,117,2,2,113,28,1,2
182,506,7,3,496,139,2,3
183,294,10,41,243,9,2,2
184,22213,84,233,21896,2365,17,53
185,103,4,7,92,18,1,5
186,473,1,22,450,64,1,17
187,330,4,23,303,86,-1,3
188,20610,1556,7635,11419,966,123,890
189,712,1,36,675,183,1,22
190,53578,4825,6072,42681,6557,793,1632
191,1059,36,232,791,37,2,41
192,1183,4,114,1065,153,1,27
193,776,5,5,766,46,2,-8
194,307,19,13,275,77,1,5
195,432,2,140,290,47,2,16
196,25374,1375,2125,21874,4964,332,537
197,25825,456,176,25193,6346,94,29
198,201,17,65,119,62,2,33
199,334,2,149,183,29,1,24
200,687,1,8,678,95,1,2
201,81435,3274,70802,7359,130,15,505
202,231,2,3,226,35,2,2
203,95,1,3,91,11,1,3
204,327,14,56,257,33,4,15
205,16243,676,2206,13361,1780,113,2194
206,24873,94,266,24513,2660,10,33
207,131,6,16,109,28,2,9
208,396,7,27,362,66,3,4
209,514,48,29,437,64,10,14
210,21638,1685,7931,12022,1028,129,296
211,233,20,57,156,19,3,6
212,59138,5476,7024,46638,5560,651,952
213,1104,40,235,829,45,4,3
214,1306,10,139,1157,123,6,25
215,380,25,17,338,73,6,4
216,433,3,64,366,66,3,12
217,8961,111,2909,5941,162,9,1369
218,28768,1772,2575,24421,3394,397,450
219,7474,98,131,7245,899,23,116
220,75,3,1,71,15,2,1
221,33761,601,178,32982,7936,145,2
222,972,7,18,947,97,1,13
223,123,5,10,108,19,1,8
224,264,19,24,221,34,2,-41
225,387,6,52,329,86,2,49
226,2044,8,115,1921,362,1,27
227,392,3,177,212,15,1,28
228,39,4,5,30,6,1,2
229,4269,122,461,3686,526,34,198
230,81591,3281,71720,6590,93,7,466
231,1394,3,10,1381,158,2,4
232,1713,32,34,1647,145,8,33
233,312,6,3,303,67,3,3
234,402,20,80,302,36,1,24
235,22622,1102,3250,18270,2499,240,1044
236,32986,157,3243,29586,3930,34,2977
237,743,20,29,694,48,3,10
238,187,9,21,157,20,2,5
239,648,2,51,595,60,1,15
240,686,55,30,601,107,6,1
241,24811,1934,8913,13964,1762,122,982
242,316,27,75,214,50,4,18
243,1238,3,53,1182,167,2,16
244,69176,6820,8326,54030,5249,743,1302
245,1217,42,285,890,73,1,50
246,1624,16,183,1425,106,2,44
247,170,5,6,159,27,1,3
248,5580,277,1,5302,816,63,1
249,2863,12,6,2845,242,2,5
250,1063,8,21,1034,91,1,3
251,552,35,20,497,90,2,3
252,2362,33,22,2307,302,10,17
253,794,11,79,704,218,4,15
254,767,1,28,738,205,1,12
255,9037,120,3507,5410,76,9,598
256,39885,2808,3794,33283,4749,497,1219
257,827,4,52,771,106,3,8
258,54112,1021,348,52743,10262,237,170
259,15126,509,140,14477,2382,149,73
260,84,2,2,80,10,1,1
261,302,21,65,216,38,2,41
262,4937,178,547,4212,668,56,86
263,75,1,2,72,9,1,2
264,1197,3,22,1172,220,1,5
265,81661,3285,72213,6163,70,4,493
266,470,4,8,458,92,1,2
267,1856,34,39,1783,143,2,5
268,456,21,95,340,54,1,15
269,404,1,8,395,35,1,1
270,25600,1333,3907,20360,2978,231,657
271,37323,206,3547,33570,4337,49,304
272,821,22,36,763,78,2,7
273,657,12,43,602,121,2,3
274,790,58,31,701,104,3,1
275,27017,2077,9625,15315,2206,143,712
276,346,29,103,214,30,2,28
277,2369,5,58,2306,1131,2,5
278,74386,7503,9362,57521,5210,683,1036
279,1314,45,310,959,97,3,25
280,333,6,20,307,15,2,12
281,1796,20,199,1577,172,4,16
282,225,6,7,212,55,1,1
283,636,38,26,572,84,3,6
284,1051,14,7,1030,150,4,6
285,906,17,86,803,112,6,7
286,658,3,29,626,163,2,7
287,900,2,29,869,133,1,1
288,528,5,10,513,48,1,10
289,9137,126,3730,5281,100,6,223
290,49515,3647,5367,40501,9630,839,1573
291,173,5,2,166,59,1,1
292,2433,59,26,2348,561,15,26
293,66055,1333,361,64361,11943,312,13
294,367,25,29,313,65,4,-36
295,502,9,63,430,115,1,11
296,290,1,18,271,25,1,2
297,2810,13,172,2625,446,5,53
298,6909,49,112,6748,1321,19,103
299,122,3,15,104,29,1,5
300,6235,220,675,5340,1298,42,128
301,2985,77,6,2902,431,18,4
302,81782,3291,72621,5870,121,6,408
303,2017,41,48,1928,161,7,9
304,495,24,102,369,39,3,7
305,29551,1698,4955,22898,3951,365,1048
306,43938,267,5673,37998,6615,61,2126
307,727,20,45,662,70,8,2
308,893,78,35,780,103,20,4
309,29406,2234,10457,16715,2389,157,832
310,382,36,105,241,36,7,2
311,2693,8,68,2617,324,3,10
312,80589,8215,10361,62013,6203,712,999
313,1416,47,359,1010,102,2,49
314,111,1,2,108,30,1,2
315,2031,23,215,1793,235,3,16
316,275,11,8,256,50,5,1
317,7468,435,3,7030,1030,78,2
318,1373,11,23,1339,172,2,2
319,707,45,28,634,71,7,2
320,3544,60,43,3441,549,17,21
321,1029,23,94,912,123,6,8
322,1012,3,33,976,112,1,4
323,9241,131,4144,4966,104,5,414
324,57786,4365,7015,46406,8271,718,1648
325,84091,1746,681,81664,18036,413,320
326,20970,880,150,19940,3127,184,10
327,186,8,31,147,12,2,14
328,589,13,72,504,87,4,9
329,7657,58,225,7374,748,9,113
330,7284,289,858,6137,1049,69,183
331,237,4,5,228,46,1,3
332,180,9,12,159,28,2,2
333,1665,5,43,1617,304,1,21
334,81897,3296,73160,5441,115,5,539
335,162,5,15,142,16,2,11
336,2190,52,55,2083,173,11,7
337,536,30,116,390,41,6,14
338,33402,1997,5707,25698,3851,299,752
339,50871,342,6658,43871,6933,75,985
340,966,28,52,886,74,2,16
341,1046,87,46,913,153,9,11
342,32332,2378,11133,18821,2926,144,676
343,458,40,122,296,76,4,17
344,3035,12,79,2944,342,4,11
345,86498,9134,10950,66414,5909,919,589
346,1530,53,372,1105,114,6,13
347,235,1,18,216,23,1,17
348,391,8,27,356,23,2,4
349,1605,15,40,1550,152,6,34
350,2161,26,259,1876,130,3,44
351,345,23,11,311,70,12,3
352,1495,12,29,1454,122,1,6
353,635,11,16,608,55,2,2
354,803,54,31,718,96,9,3
355,1292,26,115,1151,263,3,21
356,1036,4,45,987,196,1,7
357,1170,1,31,1138,243,1,19
358,9332,139,4528,4665,91,8,384
359,65719,5138,9357,51224,7933,773,2342
360,12928,231,1530,11167,1117,40,1399
361,1136,5,97,1034,91,1,9
362,66,2,1,63,1,1,1
363,5698,92,42,5564,2069,17,16
364,102276,2300,869,99107,18185,554,188
365,24219,1164,151,22904,3249,284,1
366,88,1,5,82,13,1,5
367,454,29,31,394,45,3,2
368,3640,14,244,3382,497,1,50
369,9134,353,1063,7718,1850,64,205
370,120,1,25,94,5,1,14
371,331,7,11,313,38,4,2
372,207,11,21,175,27,2,9
373,2015,6,61,1948,350,1,18
374,81999,3299,73539,5161,102,3,379
375,657,5,45,607,71,2,8
376,576,36,121,419,40,6,5
377,38105,2317,5724,30064,4703,320,17
378,57695,433,8481,48781,6824,91,1823
379,987,24,84,879,100,4,11
380,1155,102,59,994,109,15,13
381,35408,2517,11679,21212,3076,139,546
382,506,42,131,333,48,2,9
383,92472,10023,12384,70065,5974,889,1434
384,1728,56,404,1268,198,3,32
385,2320,27,320,1973,159,1,61
386,4015,23,7,3985,260,4,1
387,1075,68,35,972,272,14,4
388,590,1,45,544,28,1,2
389,1452,37,139,1276,160,11,24
390,224,22,6,196,1,1,2
391,1203,4,37,1162,99,1,2
392,9478,144,4811,4523,146,5,283
393,73235,5982,12285,54968,7516,844,2928
394,113,1,9,103,7,1,2
395,7402,108,70,7224,1704,16,28
396,122069,2934,1072,118063,19793,634,203
397,119,2,39,78,12,1,8
398,8788,86,479,8223,517,18,254
399,10836,431,1359,9046,1702,78,296
400,323,6,8,309,65,1,3
401,346,8,14,324,15,1,3
402,222,12,23,187,15,1,2
403,139,6,5,128,48,4,3
404,2245,7,75,2163,230,1,14
405,82122,3304,74021,4797,123,5,482
406,165,1,4,160,64,1,1
407,713,6,52,655,56,1,7
408,2554,72,71,2411,198,7,16
409,609,40,132,437,33,4,11
410,40708,2611,7226,30871,2603,294,1502
411,62095,533,9211,52351,4400,100,730
412,1024,27,95,902,37,3,11
413,1285,114,64,1107,130,12,5
414,38309,2640,12391,23278,2901,123,712
415,4247,15,132,4100,628,3,43
416,97689,10779,13030,73880,5217,756,646
417,1907,63,424,1420,179,7,20
418,2470,35,388,2047,150,8,68
419,479,26,13,440,77,1,2
420,514,1,56,457,63,1,6
421,1717,21,76,1620,120,7,47
422,901,17,4,880,115,3,2
423,1418,71,42,1305,343,3,7
424,1815,43,206,1566,363,6,67
425,1534,8,64,1462,270,4,15
426,1299,8,66,1225,96,4,29
427,844,3,212,629,42,1,14
428,9583,152,5033,4398,105,8,222
429,80110,6803,14709,58598,6875,821,2424
430,14829,300,1595,12934,753,36,65
431,9217,131,105,8981,1815,23,35
432,141205,3561,2665,134979,19136,627,1593
433,475,10,6,459,119,1,1
434,570,3,58,509,102,1,6
435,223,11,44,168,11,1,11
436,584,35,37,512,73,4,6
437,370,8,10,352,36,2,9
438,820,23,228,569,75,4,156
439,4361,17,257,4087,377,1,13
440,9618,108,636,8874,830,22,157
441,11899,513,1527,9859,1063,82,168
442,368,10,17,341,45,4,9
443,4579,159,120,4300,323,23,114
444,2555,8,156,2391,310,1,81
445,82198,3308,74362,4528,76,4,341
446,798,12,15,771,96,2,5
447,230,7,22,201,16,2,7
448,3001,23,25,2953,184,7,14
449,901,42,4,855,42,3,1
450,656,41,150,465,47,1,18
451,45170,3030,7964,34176,4462,419,738
452,66885,645,13500,52740,4790,112,4289
453,1251,32,102,1117,227,5,7
454,1414,122,75,1217,129,8,11
455,41495,2757,13911,24827,3186,117,1520
456,630,46,152,432,83,4,9
457,4695,16,161,4518,448,1,29
458,101739,11591,14620,75528,4050,812,1590
459,268,5,26,237,9,2,8
460,446,11,35,400,8,1,5
461,2626,37,479,2110,156,2,91
462,1094,28,35,1031,101,8,31
463,556,33,15,508,77,7,2
464,131,2,8,121,20,1,5
465,285,7,12,266,26,1,9
466,4445,32,12,4401,161,7,5
467,950,24,53,873,98,6,37
468,2109,65,209,1835,294,22,3
469,1836,9,66,1761,302,1,2
470,230,25,13,192,6,3,7
471,9661,158,5228,4275,78,6,195
472,87956,7716,16780,63460,7846,913,2071
473,122,2,15,105,5,1,4
474,15922,359,1823,13740,1093,59,228
475,306,5,39,262,8,3,9
476,1524,9,229,1286,136,2,132
477,10827,168,162,10497,1610,37,57
478,162707,4381,5644,152682,21502,820,2979
479,548,13,8,527,73,3,2
480,611,5,61,545,41,2,3
481,34281,2047,171,32063,4327,374,20
482,243,15,52,176,20,4,8
483,716,44,46,626,132,9,9
484,1054,27,240,787,234,4,12
485,4559,18,358,4183,198,1,101
486,10180,128,1095,8957,562,20,459
487,12775,705,1696,10374,876,192,169
488,5717,201,127,5389,1138,42,7
489,261,14,32,215,15,2,1
490,82279,3309,74645,4325,81,1,283
491,906,16,31,859,108,4,16
492,186,6,8,172,16,2,4
493,262,8,23,231,32,1,1
494,3308,31,45,3232,307,8,20
495,3029,90,75,2864,284,13,4
496,1109,51,5,1053,208,9,1
497,2240,75,54,2111,278,15,51
498,710,46,157,507,54,5,7
499,745,4,26,715,30,1,6
500,52827,3532,9513,39782,7657,502,1549
501,71808,775,16100,54933,4923,130,2600
502,492,16,37,439,45,1,3
503,1397,35,123,1239,146,3,21
504,1528,136,81,1311,114,14,6
505,44605,2898,14656,27051,3110,141,745
506,694,50,170,474,64,4,18
507,5358,20,224,5114,663,4,63
508,105792,12428,15729,77635,4053,837,1109
509,343,2,24,317,41,1,3
510,470,12,37,421,24,1,2
511,2178,23,80,2075,190,1,40
512,2766,43,537,2186,140,6,58
513,353,4,18,331,55,2,3
514,617,36,24,557,61,3,9
515,4641,39,13,4589,196,7,1
516,192,1,34,157,13,1,5
517,2118,27,94,1997,180,1,18
518,1181,30,9,1142,192,6,5
519,1065,30,394,641,115,6,341
520,2084,88,49,1947,538,10,7
521,781,2,62,717,88,1,11
522,2245,82,220,1943,136,17,11
523,2337,17,121,2199,501,8,55
524,1563,10,165,1388,110,2,50
525,9786,162,5408,4216,125,4,180
526,95923,8464,19259,68200,7967,748,2479
527,1651,10,342,1299,127,1,113
528,13531,214,243,13074,2704,46,81
529,188724,5605,7024,176095,26017,1224,1380
530,645,17,10,618,97,4,2
531,38815,2430,179,36206,4534,383,8
532,847,58,61,728,131,14,15
533,571,4,31,536,39,1,1
534,4862,20,422,4420,303,2,64
535,10711,146,1436,9129,531,18,341
536,163,2,53,108,11,1,6
537,13964,828,2132,11004,1189,123,436
538,115,7,1,107,8,1,1
539,422,10,20,392,23,2,3
540,282,16,46,220,21,2,14
541,3137,16,234,2887,293,4,78
542,82361,3316,74844,4201,82,7,199
543,1065,17,39,1009,159,1,8
544,109,9,3,97,11,1,1
545,320,9,28,283,58,1,5
546,3508,39,61,3408,200,8,16
547,3280,104,969,2207,251,14,894
548,1284,57,9,1218,175,6,4
549,2748,93,58,2597,508,18,4
550,779,52,179,548,69,6,22
551,779,5,33,741,34,1,7
552,57749,4414,11053,42282,4922,882,1540
553,77872,920,18700,58252,6064,145,2600
554,525,20,40,465,33,4,3
555,1998,58,148,1792,601,23,25
556,1677,157,103,1417,149,21,22
557,47593,3036,15473,29084,2988,138,817
558,728,52,182,494,34,2,12
559,6092,26,241,5825,734,6,17
560,110574,13155,16847,80572,4782,727,1118
561,2535,72,472,1991,280,5,48
562,380,3,26,351,37,1,2
563,479,14,43,422,9,2,6
564,2908,45,645,2218,142,2,108
565,423,5,23,395,70,1,5
566,654,39,29,586,37,3,5
567,13696,1175,10,12511,1029,135,7
568,354,11,17,326,25,2,5
569,2421,34,125,2262,303,7,31
570,2311,96,50,2165,227,8,1
571,2554,43,47,2464,243,10,40
572,2460,92,252,2116,215,10,32
573,2777,24,190,2563,440,7,69
574,1720,16,264,1440,157,6,99
575,190,1,45,144,15,1,5
576,9887,165,5567,4155,101,3,159
577,104118,9387,22647,72084,8195,923,3388
578,146,3,21,122,3,1,4
579,17768,488,2967,14313,1163,55,1144
580,1771,12,505,1254,120,2,163
581,423,12,5,406,29,2,2
582,15679,277,333,15069,2148,63,90
583,214205,6846,8474,198885,25481,1241,1450
584,794,20,13,761,149,3,3
585,350,2,62,286,12,1,21
586,273,6,10,257,36,2,5
587,277,16,76,185,18,1,9
588,1133,36,256,841,79,8,8
589,663,7,33,623,92,3,2
590,5116,24,520,4572,254,4,98
591,11129,158,1749,9222,418,12,313
592,15348,1011,2495,11842,1384,183,363
593,533,16,20,497,74,3,1
594,3510,18,335,3157,373,2,101
595,82432,3322,75004,4106,71,6,160
596,1161,19,55,1087,96,2,16
597,22,2,2,18,3,2,2
598,1011,7,88,916,48,1,15
599,3858,44,67,3747,350,5,6
600,3563,123,1170,2270,283,19,201
601,1380,60,16,1304,96,3,7
602,3163,120,65,2978,415,27,7
603,865,58,201,606,86,6,22
604,858,11,45,802,79,6,12
605,1518,19,300,1199,72,2,290
606,59929,5398,12548,41983,2180,984,1495
607,84794,1107,22440,61247,6922,187,3740
608,1544,53,61,1430,129,3,9
609,585,21,42,522,60,1,2
610,1319,4,284,1031,99,2,59
611,2543,72,191,2280,545,14,43
612,1790,170,112,1508,113,13,9
613,50468,3160,16711,30597,2875,124,1238
614,772,54,202,516,44,2,20
615,6857,36,338,6483,765,10,97
616,115242,13915,18278,83049,4668,760,1431
617,110,3,4,103,29,2,1
618,494,16,46,432,15,2,3
619,3116,50,767,2299,208,5,122
620,708,44,31,633,54,5,2
621,5147,50,32,5065,284,6,19
622,2686,40,126,2520,265,6,1
623,1414,55,537,822,91,17,143
624,2633,107,51,2475,322,11,1
625,2946,57,56,2833,392,14,9
626,9034,209,68,8757,783,22,25
627,949,3,72,874,114,1,1
628,2738,115,267,2356,278,23,15
629,3548,30,235,3283,771,6,45
630,245,30,21,194,9,4,8
631,1885,21,328,1536,165,5,64
632,1049,4,266,779,49,1,21
633,897,17,70,810,56,2,60
634,9976,169,5828,3979,89,4,261
635,112065,10348,26743,74974,7947,961,4096
636,18827,536,4013,14278,1059,48,1046
637,18135,356,415,17364,2456,79,82
638,244610,8432,9001,227177,30405,1586,527
639,897,22,19,856,103,2,6
640,48718,3753,192,44773,4929,652,13
641,369,4,68,297,19,2,6
642,146,5,43,98,3,2,2
643,304,17,89,198,27,1,13
644,1171,105,62,1004,185,19,1
645,439,16,16,407,11,1,6
646,1265,39,266,960,132,3,10
647,5330,28,649,4653,214,4,129
648,11524,168,2022,9334,395,10,273
649,16770,1143,2872,12755,1422,132,377
650,579,17,27,535,46,1,7
651,485,14,30,441,28,4,5
652,509,8,17,484,203,1,7
653,3843,22,427,3394,333,4,92
654,82511,3326,75199,3986,79,4,195
655,1079,8,92,979,68,1,4
656,4091,53,72,3966,233,9,5
657,3936,139,1284,2513,373,16,114
658,985,66,216,703,120,8,15
659,961,12,48,901,103,1,3
660,65202,6520,14135,44547,5273,1122,1587
661,91159,1275,24575,65309,6365,168,2135
662,1613,63,78,1472,69,10,17
663,623,26,43,554,38,5,1
664,1986,181,134,1671,196,11,22
665,53183,3294,17935,31954,2715,134,1224
666,7428,40,403,6985,571,4,65
667,119827,14681,19758,85388,4585,766,1480
668,3154,81,514,2559,336,6,42
669,464,6,29,429,29,3,2
670,130,1,6,123,14,1,1
671,493,1,1,491,35,1,-30
672,508,17,50,441,14,1,4
673,2612,31,500,2081,125,1,420
674,3333,53,827,2453,217,3,60
675,1688,60,633,995,178,10,598
676,591,8,26,557,86,2,3
677,791,48,57,686,83,4,26
678,210,4,25,181,26,2,5
679,430,12,20,398,46,1,3
680,2818,41,131,2646,132,1,5
681,1475,37,10,1428,158,5,1
682,3018,136,52,2830,385,29,1
683,3183,133,283,2767,445,18,16
684,4149,34,281,3834,601,4,46
685,2039,25,351,1663,154,4,23
686,1114,5,282,827,65,1,16
687,1505,9,95,1401,43,4,45
688,10062,174,6021,3867,86,5,193
689,119199,11198,30513,77488,7134,850,3770
690,19606,591,4846,14169,779,55,833
691,1978,19,612,1347,103,4,107
692,20921,425,484,20012,2786,69,69
693,276547,9747,9707,257093,31937,1315,706
694,1072,27,22,1023,175,5,3
695,1264,9,108,1147,240,1,12
696,53699,4468,208,49023,4981,715,16
697,153,7,52,94,7,2,9
698,333,20,99,214,29,3,10
699,1251,130,90,1031,80,25,28
700,466,17,21,428,27,1,5
701,1451,43,279,1129,186,4,13
702,5550,30,701,4819,220,2,52
703,11781,186,2507,9088,257,18,485
704,70,8,30,32,9,2,4
705,18431,1283,3247,13901,1661,140,375
706,624,21,30,573,45,4,3
707,503,17,34,452,18,3,4
708,4355,27,528,3800,512,5,101
709,82543,3330,75385,3828,32,4,186
710,1406,32,85,1289,139,7,30
711,1126,12,119,995,47,4,27
712,4472,59,78,4335,381,6,6
713,4258,161,1376,2721,322,22,92
714,3465,172,100,3193,97,27,35
715,1070,71,241,758,85,5,25
716,56,3,2,51,10,1,2
717,1039,13,59,967,78,1,11
718,69500,7574,15572,46354,4298,1054,1437
719,162,1,36,125,7,1,8
720,96092,1444,26400,68248,4933,169,1825
721,61,2,15,44,11,1,3
722,678,32,58,588,55,6,15
723,3082,86,229,2767,515,14,37
724,2092,191,150,1751,106,10,16
725,55743,3452,19736,32555,2560,158,1801
726,878,56,259,563,58,2,33
727,4604,137,25,4442,331,17,20
728,7851,44,427,7380,423,4,24
729,124632,15362,20996,88274,4805,681,1238
730,531,5,36,490,67,-1,7
731,479,1,93,385,62,1,11
732,10,1,3,6,3,1,3
733,77,1,55,21,1,1,4
734,3483,57,915,2511,150,4,88
735,752,12,29,711,161,4,3
736,919,59,66,794,128,11,9
737,16725,1656,12,15057,906,166,2
738,277,2,61,214,25,1,4
739,3157,47,211,2899,339,6,80
740,1673,41,13,1619,198,4,3
741,1746,73,914,759,151,12,377
742,3094,144,57,2893,76,8,5
743,3627,79,116,3432,244,8,60
744,10524,266,75,10183,638,20,7
745,3613,146,329,3138,430,13,46
746,4731,43,333,4355,582,9,52
747,259,32,27,200,14,2,6
748,2179,29,420,1730,140,4,69
749,219,2,72,145,12,1,6
750,1189,6,297,886,75,1,15
751,977,22,79,876,43,2,9
752,10156,177,6325,3654,94,3,304
753,126168,11947,34219,80002,6969,749,3706
754,166,5,27,134,7,1,3
755,20505,666,6415,13424,899,75,1569
756,2067,20,674,1373,89,1,62
757,23934,501,786,22647,3013,76,302
758,309699,11031,14652,284016,33152,1284,4945
759,1225,32,25,1168,153,5,3
760,1505,10,125,1370,241,1,17
761,57772,5229,215,52328,4073,761,7
762,400,5,93,302,14,1,7
763,501,18,26,457,35,1,5
764,5687,35,757,4895,137,5,56
765,12051,204,2998,8849,270,18,491
766,88,9,33,46,18,1,3
767,56,1,6,49,4,1,6
768,562,8,52,502,122,3,-1
769,19691,1447,3751,14493,1260,164,504
770,531,20,37,474,28,3,3
771,345,17,90,238,27,1,24
772,4665,34,618,4013,310,7,90
773,82602,3333,75646,3623,59,3,261
